date,areaName,admissions,admissionsRollingRate,patients,patientsMv,cumAdmissionsByAge
2020-11-22,London,145,12.199999999999999289,1605,248,"[{'age': '0_to_5', 'rate': 47.4, 'value': 351}, {'age': '85+', 'rate': 3270.1, 'value': 4798}, {'age': '65_to_84', 'rate': 1200.9, 'value': 10958}, {'age': '18_to_64', 'rate': 217.8, 'value': 12693}, {'age': '6_to_17', 'rate': 25.6, 'value': 328}]"
2020-11-21,London,165,12.400000000000000355,1591,251,"[{'age': '0_to_5', 'rate': 47.3, 'value': 350}, {'age': '85+', 'rate': 3251.7, 'value': 4771}, {'age': '65_to_84', 'rate': 1195.7, 'value': 10911}, {'age': '18_to_64', 'rate': 216.7, 'value': 12625}, {'age': '6_to_17', 'rate': 25.4, 'value': 326}]"
2020-11-20,London,116,12.199999999999999289,1576,233,"[{'age': '0_to_5', 'rate': 47.0, 'value': 348}, {'age': '85+', 'rate': 3229.9, 'value': 4739}, {'age': '65_to_84', 'rate': 1188.3, 'value': 10843}, {'age': '18_to_64', 'rate': 215.6, 'value': 12563}, {'age': '6_to_17', 'rate': 25.4, 'value': 325}]"
2020-11-19,London,173,12.400000000000000355,1551,222,"[{'age': '0_to_5', 'rate': 46.6, 'value': 345}, {'age': '85+', 'rate': 3216.2, 'value': 4719}, {'age': '65_to_84', 'rate': 1184.5, 'value': 10808}, {'age': '18_to_64', 'rate': 214.6, 'value': 12507}, {'age': '6_to_17', 'rate': 25.2, 'value': 323}]"
2020-11-18,London,179,12.099999999999999645,1519,220,"[{'age': '0_to_5', 'rate': 46.5, 'value': 344}, {'age': '85+', 'rate': 3189.7, 'value': 4680}, {'age': '65_to_84', 'rate': 1175.8, 'value': 10729}, {'age': '18_to_64', 'rate': 213.7, 'value': 12454}, {'age': '6_to_17', 'rate': 25.1, 'value': 322}]"
2020-11-17,London,152,11.599999999999999645,1520,218,"[{'age': '0_to_5', 'rate': 46.2, 'value': 342}, {'age': '85+', 'rate': 3165.8, 'value': 4645}, {'age': '65_to_84', 'rate': 1169.1, 'value': 10668}, {'age': '18_to_64', 'rate': 212.3, 'value': 12373}, {'age': '6_to_17', 'rate': 25.1, 'value': 322}]"
2020-11-16,London,154,11.599999999999999645,1474,209,"[{'age': '0_to_5', 'rate': 45.9, 'value': 340}, {'age': '85+', 'rate': 3145.4, 'value': 4615}, {'age': '65_to_84', 'rate': 1162.8, 'value': 10610}, {'age': '18_to_64', 'rate': 211.3, 'value': 12312}, {'age': '6_to_17', 'rate': 25.0, 'value': 321}]"
2020-11-15,London,170,11.400000000000000355,1390,214,"[{'age': '0_to_5', 'rate': 45.8, 'value': 339}, {'age': '85+', 'rate': 3129.7, 'value': 4592}, {'age': '65_to_84', 'rate': 1156.0, 'value': 10548}, {'age': '18_to_64', 'rate': 210.1, 'value': 12245}, {'age': '6_to_17', 'rate': 25.0, 'value': 320}]"
2020-11-14,London,139,11.199999999999999289,1357,202,"[{'age': '0_to_5', 'rate': 45.8, 'value': 339}, {'age': '85+', 'rate': 3106.5, 'value': 4558}, {'age': '65_to_84', 'rate': 1149.1, 'value': 10485}, {'age': '18_to_64', 'rate': 208.9, 'value': 12173}, {'age': '6_to_17', 'rate': 24.9, 'value': 319}]"
2020-11-13,London,136,10.800000000000000711,1298,194,"[{'age': '0_to_5', 'rate': 45.7, 'value': 338}, {'age': '85+', 'rate': 3094.2, 'value': 4540}, {'age': '65_to_84', 'rate': 1142.9, 'value': 10429}, {'age': '18_to_64', 'rate': 207.8, 'value': 12111}, {'age': '6_to_17', 'rate': 24.7, 'value': 317}]"
2020-11-12,London,152,10.400000000000000355,1269,178,"[{'age': '0_to_5', 'rate': 45.4, 'value': 336}, {'age': '85+', 'rate': 3079.3, 'value': 4518}, {'age': '65_to_84', 'rate': 1138.0, 'value': 10384}, {'age': '18_to_64', 'rate': 206.8, 'value': 12049}, {'age': '6_to_17', 'rate': 24.3, 'value': 312}]"
2020-11-11,London,134,10,1223,181,"[{'age': '0_to_5', 'rate': 45.0, 'value': 333}, {'age': '85+', 'rate': 3061.5, 'value': 4492}, {'age': '65_to_84', 'rate': 1132.1, 'value': 10330}, {'age': '18_to_64', 'rate': 205.6, 'value': 11980}, {'age': '6_to_17', 'rate': 24.3, 'value': 312}]"
